timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/03/23 22:45:43.644, 0, 178.05 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:43.652, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:43.660, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:43.668, 3, 181.93 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:43.675, 4, 178.90 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:43.683, 5, 180.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:43.691, 6, 178.10 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:43.698, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 0, 178.13 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 3, 182.11 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 4, 179.20 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 5, 180.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 6, 178.29 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:44.706, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 0, 178.05 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 3, 181.75 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 4, 179.05 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 5, 180.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 6, 178.11 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:45.706, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 0, 178.13 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 3, 182.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 4, 179.03 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 5, 180.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 6, 178.21 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:46.706, 7, 176.59 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 0, 178.14 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 3, 182.31 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 4, 179.09 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 5, 180.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 6, 178.02 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:47.707, 7, 176.59 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 0, 178.09 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 3, 182.29 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 4, 178.90 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 5, 180.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 6, 178.26 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:48.707, 7, 176.59 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:49.707, 0, 178.21 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/23 22:45:49.707, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
