timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/03/24 01:47:21.899, 0, 178.17 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:21.908, 1, 181.04 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:21.915, 2, 182.03 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:21.923, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:21.931, 4, 179.99 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:21.939, 5, 182.37 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:21.946, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:21.954, 7, 176.97 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 0, 178.17 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 1, 181.05 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 2, 182.03 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 4, 180.02 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 5, 182.49 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:22.962, 7, 177.24 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 0, 178.16 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 1, 181.05 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 2, 182.04 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 4, 180.07 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 5, 182.41 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:23.962, 7, 177.19 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 0, 178.13 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 2, 182.03 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 4, 179.98 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 5, 182.49 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:24.962, 7, 176.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.962, 0, 178.28 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.962, 1, 181.05 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.963, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.963, 3, 182.88 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.963, 4, 180.32 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.963, 5, 182.26 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.963, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:25.963, 7, 177.27 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 0, 178.24 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 1, 181.06 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 2, 182.03 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 4, 180.02 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 5, 182.45 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:26.963, 7, 177.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 0, 178.13 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 1, 181.05 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 2, 182.02 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 4, 180.22 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 5, 182.26 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:27.963, 7, 177.40 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 0, 178.17 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 1, 181.05 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 2, 182.01 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 4, 180.00 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 5, 182.33 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 6, 178.64 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:28.963, 7, 177.15 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:29.963, 0, 178.25 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:29.963, 1, 181.05 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:29.963, 2, 182.04 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:29.963, 3, 182.89 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 01:47:29.963, 4, 180.24 W, 25, 120 MHz, 3996 MHz, 0 %, 0 %
