timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/03/24 05:57:27.281, 0, 178.36 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:27.288, 1, 181.04 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:27.296, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:27.304, 3, 181.72 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:27.312, 4, 179.06 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:27.319, 5, 180.70 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:27.327, 6, 178.60 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:27.334, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 0, 178.09 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 1, 181.05 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 3, 181.90 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 4, 179.02 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 5, 180.77 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 6, 178.64 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:28.342, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 0, 178.29 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 1, 181.04 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 3, 181.78 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 4, 179.29 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 5, 180.93 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 6, 178.64 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:29.342, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 0, 178.17 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 1, 181.03 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 3, 182.07 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 4, 179.40 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 5, 180.62 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 6, 178.57 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:30.342, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.342, 0, 178.21 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.342, 1, 181.04 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.343, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.343, 3, 182.31 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.343, 4, 179.36 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.343, 5, 180.62 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.343, 6, 178.53 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:31.343, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 0, 178.21 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 1, 181.04 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 3, 181.99 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 4, 179.49 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 5, 180.77 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 6, 178.49 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:32.343, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 0, 178.17 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 1, 181.04 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 2, 182.03 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 3, 181.53 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 4, 179.33 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 5, 180.89 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 6, 178.57 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:33.343, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 0, 178.24 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 1, 181.04 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 2, 182.03 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 3, 181.25 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 4, 179.84 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 5, 180.62 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 6, 178.60 W, 27, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:34.343, 7, 176.58 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:35.343, 0, 178.36 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:35.343, 1, 181.03 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/03/24 05:57:35.343, 2, 182.04 W, 26, 120 MHz, 3996 MHz, 0 %, 0 %
